Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01447","Castor oil seeds","2015","2015","kg/ha","230.8","X","Figure from external organization",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01447","Castor oil seeds","2016","2016","ha","13000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01447","Castor oil seeds","2016","2016","kg/ha","230.8","X","Figure from external organization",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01447","Castor oil seeds","2017","2017","ha","14000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01447","Castor oil seeds","2017","2017","kg/ha","214.3","X","Figure from external organization",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01447","Castor oil seeds","2018","2018","ha","14000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01447","Castor oil seeds","2018","2018","kg/ha","214.3","X","Figure from external organization",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01447","Castor oil seeds","2019","2019","ha","14000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01447","Castor oil seeds","2019","2019","kg/ha","285.7","X","Figure from external organization",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01447","Castor oil seeds","2020","2020","ha","14000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01447","Castor oil seeds","2020","2020","kg/ha","571.4","X","Figure from external organization",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01447","Castor oil seeds","2021","2021","ha","15000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01447","Castor oil seeds","2021","2021","kg/ha","666.7","X","Figure from external organization",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01447","Castor oil seeds","2022","2022","ha","19000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01447","Castor oil seeds","2022","2022","kg/ha","789.5","X","Figure from external organization",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01447","Castor oil seeds","2023","2023","ha","20000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01447","Castor oil seeds","2023","2023","kg/ha","700","X","Figure from external organization",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01447","Castor oil seeds","2024","2024","ha","20000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01447","Castor oil seeds","2024","2024","kg/ha","750","X","Figure from external organization",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01213","Cauliflowers and broccoli","2015","2015","ha","59","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01213","Cauliflowers and broccoli","2015","2015","kg/ha","15593.2","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01213","Cauliflowers and broccoli","2016","2016","ha","66","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01213","Cauliflowers and broccoli","2016","2016","kg/ha","14257.6","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01213","Cauliflowers and broccoli","2017","2017","ha","296","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01213","Cauliflowers and broccoli","2017","2017","kg/ha","14066.5","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01213","Cauliflowers and broccoli","2018","2018","ha","443","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01213","Cauliflowers and broccoli","2018","2018","kg/ha","13138.8","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01213","Cauliflowers and broccoli","2019","2019","ha","118","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01213","Cauliflowers and broccoli","2019","2019","kg/ha","9877.2","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01213","Cauliflowers and broccoli","2020","2020","ha","98","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01213","Cauliflowers and broccoli","2020","2020","kg/ha","9518","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01213","Cauliflowers and broccoli","2021","2021","ha","107","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01213","Cauliflowers and broccoli","2021","2021","kg/ha","8276.5","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01213","Cauliflowers and broccoli","2022","2022","ha","122","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01213","Cauliflowers and broccoli","2022","2022","kg/ha","5533.8","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01213","Cauliflowers and broccoli","2023","2023","ha","102","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01213","Cauliflowers and broccoli","2023","2023","kg/ha","3500","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01213","Cauliflowers and broccoli","2024","2024","ha","129","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01213","Cauliflowers and broccoli","2024","2024","kg/ha","6503.9","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01703","Chick peas, dry","2015","2015","ha","3787","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01703","Chick peas, dry","2015","2015","kg/ha","348.1","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01703","Chick peas, dry","2016","2016","ha","4363","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01703","Chick peas, dry","2016","2016","kg/ha","351.3","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01703","Chick peas, dry","2017","2017","ha","4083","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01703","Chick peas, dry","2017","2017","kg/ha","349.5","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01703","Chick peas, dry","2018","2018","ha","4078","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01703","Chick peas, dry","2018","2018","kg/ha","349.7","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01703","Chick peas, dry","2019","2019","ha","4175","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01703","Chick peas, dry","2019","2019","kg/ha","350.2","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01703","Chick peas, dry","2020","2020","ha","4006","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01703","Chick peas, dry","2020","2020","kg/ha","346.9","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01703","Chick peas, dry","2021","2021","ha","4086","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01703","Chick peas, dry","2021","2021","kg/ha","349","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01703","Chick peas, dry","2022","2022","ha","4089","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01703","Chick peas, dry","2022","2022","kg/ha","348.7","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01703","Chick peas, dry","2023","2023","ha","4060","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01703","Chick peas, dry","2023","2023","kg/ha","348.2","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01703","Chick peas, dry","2024","2024","ha","4078","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01703","Chick peas, dry","2024","2024","kg/ha","348.6","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2015","2015","ha","2665","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2015","2015","kg/ha","1215.6","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2016","2016","ha","2548","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2016","2016","kg/ha","1206.8","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2017","2017","ha","2565","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2017","2017","kg/ha","1209","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2018","2018","ha","2531","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2018","2018","kg/ha","1226.5","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2019","2019","ha","2495","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2019","2019","kg/ha","1241.4","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2020","2020","ha","2472","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2020","2020","kg/ha","1251.6","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2021","2021","ha","2499","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2021","2021","kg/ha","1198.2","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2022","2022","ha","2489","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2022","2022","kg/ha","1230.3","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2023","2023","ha","2486","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2023","2023","kg/ha","1226.6","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2024","2024","ha","2491","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2024","2024","kg/ha","1218.3","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2015","2015","ha","426","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2015","2015","kg/ha","7879.4","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2016","2016","ha","491","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2016","2016","kg/ha","7821.5","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2017","2017","ha","601","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2017","2017","kg/ha","7792.9","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2018","2018","ha","707","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2018","2018","kg/ha","7654","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2019","2019","ha","788","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2019","2019","kg/ha","7712.9","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2020","2020","ha","977","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2020","2020","kg/ha","7925","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2021","2021","ha","1121","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2021","2021","kg/ha","8108.8","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2022","2022","ha","1394","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2022","2022","kg/ha","8413.2","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2023","2023","ha","2687","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2023","2023","kg/ha","9940.8","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2024","2024","ha","1868","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2024","2024","kg/ha","8818","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01656","Cloves (whole stems), raw","2015","2015","ha","2178","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01656","Cloves (whole stems), raw","2015","2015","kg/ha","1008.2","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01656","Cloves (whole stems), raw","2016","2016","ha","2098","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01656","Cloves (whole stems), raw","2016","2016","kg/ha","948.2","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01656","Cloves (whole stems), raw","2017","2017","ha","2175","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01656","Cloves (whole stems), raw","2017","2017","kg/ha","926.6","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01656","Cloves (whole stems), raw","2018","2018","ha","2242","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01656","Cloves (whole stems), raw","2018","2018","kg/ha","929.6","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01656","Cloves (whole stems), raw","2019","2019","ha","2260","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01656","Cloves (whole stems), raw","2019","2019","kg/ha","939.4","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01656","Cloves (whole stems), raw","2020","2020","ha","2276","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01656","Cloves (whole stems), raw","2020","2020","kg/ha","952.2","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01656","Cloves (whole stems), raw","2021","2021","ha","2262","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01656","Cloves (whole stems), raw","2021","2021","kg/ha","939.3","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01656","Cloves (whole stems), raw","2022","2022","ha","2277","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01656","Cloves (whole stems), raw","2022","2022","kg/ha","938.9","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01656","Cloves (whole stems), raw","2023","2023","ha","2287","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01656","Cloves (whole stems), raw","2023","2023","kg/ha","937.3","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01656","Cloves (whole stems), raw","2024","2024","ha","2296","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01656","Cloves (whole stems), raw","2024","2024","kg/ha","930","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01460","Coconuts, in shell","2015","2015","ha","43404","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01460","Coconuts, in shell","2015","2015","kg/ha","2288.8","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01460","Coconuts, in shell","2016","2016","ha","47401","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01460","Coconuts, in shell","2016","2016","kg/ha","2430.9","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01460","Coconuts, in shell","2017","2017","ha","81162","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01460","Coconuts, in shell","2017","2017","kg/ha","1137.4","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01460","Coconuts, in shell","2018","2018","ha","82921","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01460","Coconuts, in shell","2018","2018","kg/ha","1270.6","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01460","Coconuts, in shell","2019","2019","ha","84824","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01460","Coconuts, in shell","2019","2019","kg/ha","1295.5","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01460","Coconuts, in shell","2020","2020","ha","84906","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01460","Coconuts, in shell","2020","2020","kg/ha","1295.7","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01460","Coconuts, in shell","2021","2021","ha","77566","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01460","Coconuts, in shell","2021","2021","kg/ha","1115.9","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01460","Coconuts, in shell","2022","2022","ha","72286","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01460","Coconuts, in shell","2022","2022","kg/ha","992.2","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01460","Coconuts, in shell","2023","2023","ha","73991","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01460","Coconuts, in shell","2023","2023","kg/ha","1103.7","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01460","Coconuts, in shell","2024","2024","ha","75012","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01460","Coconuts, in shell","2024","2024","kg/ha","1161.9","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01610","Coffee, green","2015","2015","ha","113500","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01610","Coffee, green","2015","2015","kg/ha","370","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01610","Coffee, green","2016","2016","ha","114000","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01610","Coffee, green","2016","2016","kg/ha","404.4","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01610","Coffee, green","2017","2017","ha","114700","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01610","Coffee, green","2017","2017","kg/ha","336.7","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01610","Coffee, green","2018","2018","ha","115570","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01610","Coffee, green","2018","2018","kg/ha","358","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01610","Coffee, green","2019","2019","ha","119600","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01610","Coffee, green","2019","2019","kg/ha","372.1","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01610","Coffee, green","2020","2020","ha","119700","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01610","Coffee, green","2020","2020","kg/ha","308.3","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01610","Coffee, green","2021","2021","ha","108200","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01610","Coffee, green","2021","2021","kg/ha","318.9","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01610","Coffee, green","2022","2022","ha","109400","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01610","Coffee, green","2022","2022","kg/ha","474.4","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01610","Coffee, green","2023","2023","ha","111900","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01610","Coffee, green","2023","2023","kg/ha","435.2","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01610","Coffee, green","2024","2024","ha","113600","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01610","Coffee, green","2024","2024","kg/ha","435.7","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01706","Cow peas, dry","2015","2015","ha","238625","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01706","Cow peas, dry","2015","2015","kg/ha","725.2","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01706","Cow peas, dry","2016","2016","ha","227809","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01706","Cow peas, dry","2016","2016","kg/ha","644.4","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01706","Cow peas, dry","2017","2017","ha","192345","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01706","Cow peas, dry","2017","2017","kg/ha","637.8","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01706","Cow peas, dry","2018","2018","ha","259235","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01706","Cow peas, dry","2018","2018","kg/ha","747.9","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01706","Cow peas, dry","2019","2019","ha","242275","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01706","Cow peas, dry","2019","2019","kg/ha","917.9","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01706","Cow peas, dry","2020","2020","ha","239131","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01706","Cow peas, dry","2020","2020","kg/ha","1104.7","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01706","Cow peas, dry","2021","2021","ha","235984","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01706","Cow peas, dry","2021","2021","kg/ha","531.6","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01706","Cow peas, dry","2022","2022","ha","199920","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01706","Cow peas, dry","2022","2022","kg/ha","578.3","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01706","Cow peas, dry","2023","2023","ha","249384","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01706","Cow peas, dry","2023","2023","kg/ha","688.9","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01706","Cow peas, dry","2024","2024","ha","234351","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01706","Cow peas, dry","2024","2024","kg/ha","333.4","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01232","Cucumbers and gherkins","2015","2015","ha","240","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01232","Cucumbers and gherkins","2015","2015","kg/ha","8100","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01232","Cucumbers and gherkins","2016","2016","ha","183","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01232","Cucumbers and gherkins","2016","2016","kg/ha","6797.8","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01232","Cucumbers and gherkins","2017","2017","ha","617","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01232","Cucumbers and gherkins","2017","2017","kg/ha","10839.2","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01232","Cucumbers and gherkins","2018","2018","ha","482","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01232","Cucumbers and gherkins","2018","2018","kg/ha","7494","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01232","Cucumbers and gherkins","2019","2019","ha","544","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01232","Cucumbers and gherkins","2019","2019","kg/ha","8653","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01232","Cucumbers and gherkins","2020","2020","ha","508","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01232","Cucumbers and gherkins","2020","2020","kg/ha","11669.9","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01232","Cucumbers and gherkins","2021","2021","ha","493","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01232","Cucumbers and gherkins","2021","2021","kg/ha","10835.1","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01232","Cucumbers and gherkins","2022","2022","ha","1697","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01232","Cucumbers and gherkins","2022","2022","kg/ha","8488","A","Official figure",""
